idTextInfo	TxtId	PatId	PatORPHA	SectId	TxtLNG	Lng	LastUpd	LastUpdTrad	User	online	DisplayDate
14509	101778	16744	137914	16907	Atrezja nozdrzy tylnych to wada wrodzona charakteryzująca się niedrożnością jednego (jednostronna) lub obydwu (obustronna) otworów wewnętrznych nosa, z różnym nasileniem objawów – od ostrej niewydolności oddechowej do przewlekłej niedrożności nosa.	pl	2018-03-27 13:57:00	2018-05-20 17:42:00	PolandTeam	y	2016-02-01 00:00:00	
14949	102171	17241	158775	16907	Tląca się mastocytoza układowa jest typem mastocytozy układowej (SM; zobacz ten termin). To klonalna choroba hematologiczna, z powolnym postępem, powodująca z czasem nagromadzenie nowotworowych komórek tucznych w narządach trzewnych i pacjenci mają powiększenie śledziony, bogatokomórkowy szpik i, w niektórych przypadkach, zmiany skórne o typie pokrzywki barwnikowej.	pl	2018-03-27 14:04:00	2018-05-20 10:52:00	PolandTeam	y	2013-05-01 00:00:00	
15889	101805	18695	210571	16907	Dystonia 16 (DYT16) to bardzo rzadkie nowo zdiagnozowane zaburzenie ruchu, które charakteryzuje się postępującą dystonią kończyn o wczesnym początku, dystonią gardłową i ustno-żuchwową oraz parkinsonizmem.	pl	2018-03-27 13:58:00	2018-05-20 11:13:00	PolandTeam	y	2013-11-01 00:00:00	
16209	101814	19053	227510	16907	Zanik wieloukładowy typu móżdżkowego (MSA-c) to postać zaniku wieloukładowego (MSA, sprawdź ten termin) z dominującymi objawami móżdżkowymi (ataksja chodu, dysfunkcja okoruchowa i dysartria).	pl	2018-03-27 13:58:00	2018-05-20 11:25:00	PolandTeam	y	2014-01-01 00:00:00	
16609	101822	19264	238455	16907	Dziecięca dystonia-parkinsonizm (IPD) to bardzo rzadki wrodzony zespół neurologiczny, który objawia się we wczesnym dzieciństwie parkinsonizmem hipokinetycznym oraz dystonią i może być śmiertelny.	pl	2018-03-27 13:58:00	2018-05-20 16:34:00	PolandTeam	y	2013-11-01 00:00:00	
17649	101842	19733	252212	16907	Złośliwy guz Trytona (MTT) jest rzadkim agresywnym podtypem złośliwego nowotworu osłonek nerwów obwodowych (MPNST); histopatologicznie charakteryzuje się obszarami różnicowania w kierunku mięsaka z mięśni poprzecznie prążkowanych. 	pl	2018-03-27 13:58:00	2018-05-20 13:15:00	PolandTeam	y	2014-08-01 00:00:00	
18449	101863	20407	279882	16907	Spasmus nutans (SN) to rzadka choroba oczu charakteryzująca się triadą objawów klinicznych: asymetrycznym i wahadłowym oczopląsem, kiwaniem głową i kręczem szyi.	pl	2018-03-27 13:59:00	2018-05-20 11:44:00	PolandTeam	y	2014-01-01 00:00:00	
19109	101884	20857	293462	16907	Dystrofia pre-Descementalna (PDCD) jest rzadką postacią stromalnej dystrofii rogówki, charakteryzującej się ogniskowymi, drobnymi, szarymi zmętnieniami w głębokiej stromie, bezpośrednio przed błoną Descemeta, bez wpływu na widzenie	pl	2018-03-27 13:59:00	2018-05-13 18:40:00	PolandTeam	y	2012-05-01 00:00:00	
19129	101885	20862	293603	16907	Wrodzona dziedziczna dystrofia śródbłonka typu II (CHED II) jest rzadkim podtypem tylnej dystrofii rogówki, charakteryzującym się rozmytym wyglądem szklistej rogówki oraz znacznym zgrubieniem rogówki od urodzenia z oczopląsem i niewyraźnym widzeniem.	pl	2018-03-27 13:59:00	2018-05-13 18:25:00	PolandTeam	y	2018-05-01 00:00:00	
19149	101886	20863	293621	16907	Dystrofia śródbłonka rogówki sprzężona z chromosomem X (XECD) jest rzadkim podtypem tylnej dystrofii rogówki , charakteryzującym się wrodzoną szklistością rogówki lub rozproszonym zamgleniem rogówki, oraz niewyraźnym widzeniem u mężczyzn.	pl	2018-03-27 13:59:00	2018-05-13 11:43:00	PolandTeam	y	2012-05-01 00:00:00	
19189	101887	20875	293825	16907	Wrodzona niedokrwistość dyserytropoetyczna  typu IV (CDA IV) jest nowo wykrytą formą CDA charakteryzującą się upośledzoną erytropoezą i hemolizą prowadzącą przy urodzeniu do ciężkiej niedokrwistości.	pl	2018-03-27 13:59:00	2018-05-06 18:11:00	PolandTeam	y	2013-09-01 00:00:00	
20809	101927	22134	353308	16907	Dziecięcy niedobór karboksylazy pirogronianowej (typ A), ciężka postać niedoboru karboksylazy pirogronianiowej charakteryzuje się wystąpieniem w wieku dziecięcym łagodnej do umiarkowanej kwasicy metabolicznej i najczęściej ciężkim przebiegiem.	pl	2018-03-27 14:00:00	2018-05-20 16:42:00	PolandTeam	y	2013-11-01 00:00:00	
20829	101928	22135	353314	16907	Ciężki noworodkowy niedobór karboksylazy pirogronianowej (typ B) to rzadka, ekstremalnie ciężka postać niedoboru karboksylazy pirogronianowej charakteryzująca się ciężką kwasicą metaboliczną o wczesnym początku i najczęściej kończąca się śmiercią we wczesnym dzieciństwie.	pl	2018-03-27 14:00:00	2018-05-20 16:11:00	PolandTeam	y	2013-11-01 00:00:00	
20849	101929	22136	353320	16907	Łagodny niedobór karboksylazy pirogronianowej (typ C) to rzadka, bardzo łagodna postać niedoboru karboksylazy pirogronianowej charakteryzująca się występowaniem epizodów kwasicy metabolicznej i prawidłowym lub lekko opóźnionym rozwojem neurologicznym. 	pl	2018-03-27 14:00:00	2018-05-20 16:37:00	PolandTeam	y	2013-11-01 00:00:00	
20989	101932	22344	363717	16907	Choroba Alexandra typu I jest astrogliopatią oraz najcięższą i najczęstszą postacią choroby Alexandra, ujawniającą się przed 4 rokiem życia i charakteryzującą się padaczką, olbrzymią głową (olbrzymia objętość mózgu) i postępującym opóźnieniem rozwoju.	pl	2018-03-27 14:01:00	2018-05-06 18:52:00	PolandTeam	y	2013-06-01 00:00:00	
21009	101933	22345	363722	16907	Choroba Alexandra typu II jest astrogliopatią i odmianą choroby Alexandra (AxD; zobacz ten termin); charakteryzuje się ataksją, objawami opuszkowymi, spastycznym niedowładem, miokloniami podniebienia i objawami autonomicznymi.	pl	2018-03-27 14:01:00	2018-05-06 18:59:00	PolandTeam	y	2013-06-01 00:00:00	
